age,salary,study_hours,internet_access,experience,purchased
43,52394,3.58,1,3,0
41,81293,4.47,1,7,1
50,49949,5.43,0,1,0
25,53742,0.92,0,5,1
60,70729,8.98,1,5,1
51,56222,5.75,1,7,1
51,60506,5.63,1,10,1
41,62952,8.27,1,13,0
19,35391,3.74,1,0,1
25,57031,2.23,0,7,0
42,77910,5.55,1,11,1
47,54051,6.92,1,2,0
49,49538,6.52,1,3,0
47,97401,4.64,1,18,1
24,48649,6.16,1,2,0
41,41678,6.24,1,4,0
26,77871,8.1,0,6,0
33,89076,3.42,0,15,1
19,45097,6.92,1,1,0
52,36389,6.47,0,2,0
51,74445,1.67,1,8,0
39,95614,7.35,1,13,1
36,106109,7.64,1,18,0
38,62573,7.77,1,5,0
29,60138,6.61,1,5,0
28,67588,2.43,1,4,0
36,91688,7.6,0,14,1
23,71483,9.36,0,5,0
59,97024,0.73,0,15,1
31,90269,5.36,1,10,1
50,51269,6.82,0,1,0
55,33172,7.59,1,3,0
30,62388,2.9,1,4,0
43,55707,9.16,1,5,1
31,87289,2.13,0,11,0
41,72606,3.63,1,13,1
18,35931,7.82,0,0,0
47,49321,0.83,1,3,0
27,64790,0.37,0,8,0
27,34634,1.3,0,5,0
45,77690,1.06,1,14,1
21,45099,5.71,1,3,1
31,83288,1.1,1,10,0
29,44934,3.59,1,3,0
55,103467,1.89,1,15,1
54,67849,9.81,1,6,1
27,55965,0.62,1,3,0
58,87103,8.03,1,13,1
44,47760,9.7,1,0,0
59,88572,9.57,0,13,1
29,63518,8.92,1,4,1
39,86578,1.26,0,19,1
21,40709,0.89,1,1,0
46,47466,2.31,1,4,0
53,97831,6.19,1,17,1
31,25015,0.95,1,2,0
29,76775,4.75,1,9,0
37,108215,3.21,1,17,1
40,83769,4.46,1,17,1
39,41703,7.15,1,0,0
51,80867,2.44,1,12,1
38,43457,7.76,1,2,0
26,22847,3.99,0,1,0
27,66465,3.9,1,9,0
27,40443,0.98,1,5,0
47,110576,2.14,1,19,0
50,66496,5.54,0,7,0
19,24184,1.65,1,0,0
49,54601,5.28,1,1,0
34,91205,4.2,0,10,0
45,128221,9.26,0,16,1
34,91236,3.3,1,11,1
31,65046,4.5,0,4,0
27,56634,9.52,0,4,0
51,35589,8.11,1,5,0
31,31770,7.68,1,2,0
34,56438,7.57,1,3,1
54,63372,3.21,1,10,0
39,89582,9.62,1,13,0
35,91710,9.21,1,16,1
52,75660,6.14,0,10,1
35,77241,5.26,1,6,1
47,41580,1.24,0,1,0
54,46858,4.86,1,2,0
57,114945,6.37,1,17,1
23,43995,3.34,0,2,0
32,56219,6.9,0,10,0
52,110877,2.07,1,18,1
43,61639,4.88,1,4,0
58,63003,2.13,1,4,0
44,103337,2.79,1,18,1
47,54668,2.69,1,3,0
28,26828,7.05,1,0,0
41,62233,5.83,0,5,1
31,59255,8.65,1,4,1
40,55672,4.12,0,3,0
26,40475,4.68,1,4,0
59,113565,0.39,1,20,1
35,16204,2.1,1,0,0
56,52861,7.7,0,9,0
36,37567,6.26,0,2,0
22,33330,0.98,1,3,0
35,109853,7.68,1,17,1
50,103277,6.3,1,13,1
55,61372,6.61,1,6,1
30,96734,0.02,0,12,0
26,26773,8.48,1,0,0
43,79046,6.45,1,12,1
18,30903,0.32,1,0,0
29,39028,7.85,1,6,0
41,94686,3.23,1,19,1
18,19130,1.0,1,0,0
21,31371,8.6,1,1,0
24,25946,4.74,1,0,0
45,63187,4.08,1,4,0
54,36689,1.55,0,4,0
22,48839,1.56,1,3,0
56,103593,0.29,1,19,1
49,108443,4.11,1,19,1
48,116229,7.71,1,20,1
32,73741,9.87,1,12,1
20,27112,3.0,1,0,0
32,35402,2.32,1,3,0
60,110076,0.58,1,15,1
35,70620,8.96,1,12,1
38,56931,8.95,0,9,0
27,62525,2.95,1,4,0
38,96778,6.33,1,17,1
43,77272,0.92,0,12,1
58,81260,5.31,1,15,1
20,32244,3.16,1,1,0
18,15243,2.41,1,0,0
38,83710,3.96,0,18,1
28,56851,6.54,1,4,0
33,94234,4.72,1,14,0
52,89719,5.67,1,13,1
38,108055,3.54,1,17,1
58,81111,4.39,1,14,1
28,29170,4.15,1,0,0
48,20018,8.65,0,0,0
18,47845,4.09,1,0,0
58,82266,3.37,1,16,1
49,79013,6.58,1,10,1
20,49287,1.18,1,2,0
49,58014,6.09,1,5,0
59,97005,2.15,1,15,0
22,60718,5.36,1,3,1
60,100124,5.91,1,17,1
54,58979,4.12,1,13,0
29,57966,8.03,1,8,1
31,56642,8.79,1,2,1
26,58080,2.87,0,4,1
24,36742,8.97,1,5,0
33,61940,2.82,1,7,0
45,86510,5.52,1,13,1
24,47785,2.44,1,6,0
31,60996,3.14,1,4,0
49,34311,4.59,1,1,0
25,37825,5.21,1,5,0
44,82852,4.75,0,14,1
20,28943,1.54,1,0,0
44,70356,1.42,0,11,0
47,90407,1.3,1,15,1
51,64804,5.67,1,6,1
43,95099,4.44,1,15,1
54,80960,8.38,0,8,1
57,107999,7.33,1,13,1
39,115074,3.91,1,20,1
49,74338,8.25,1,10,1
58,44302,1.5,1,0,0
19,41448,3.04,0,1,0
25,46831,3.79,1,1,0
59,79753,7.14,1,10,1
24,18447,9.84,1,0,0
36,72173,8.57,1,12,1
50,89351,1.07,1,15,1
19,15740,2.57,1,0,0
20,35943,9.71,1,2,0
45,70751,2.44,1,9,0
31,53206,6.02,0,2,0
32,86551,4.45,1,14,1
38,64125,5.19,1,11,1
31,15846,5.54,1,0,0
57,68764,2.88,1,5,0
35,55897,3.58,1,5,0
56,68225,4.1,1,9,1
37,110802,6.13,1,18,1
18,32488,3.09,1,0,0
26,75447,8.13,1,7,1
26,36636,1.57,1,4,0
60,122732,9.56,1,15,1
55,76439,6.12,1,9,0
56,48271,5.72,1,3,0
46,96348,4.76,1,16,1
32,41354,1.25,1,1,0
37,41742,0.57,1,3,0
55,126965,9.08,1,18,1
58,111542,5.8,1,19,1
47,53961,2.19,0,2,0
43,53623,5.38,1,7,0
23,33224,8.54,1,0,0
56,88892,2.11,1,13,1
34,65602,3.26,1,15,1
23,60035,3.97,1,3,0
45,90193,6.64,1,9,1
26,70234,2.87,1,8,0
44,31398,7.39,0,1,1
52,55445,0.64,1,5,0
23,47484,2.76,0,5,0
21,45846,2.34,1,1,0
33,110621,2.47,1,15,1
40,46352,4.56,1,3,0
40,87327,9.62,1,16,1
46,93696,1.44,1,13,1
58,38053,5.2,0,2,0
21,45206,6.98,1,1,0
57,57407,9.29,1,6,1
57,98375,2.72,1,20,1
41,56296,0.8,0,8,0
23,51348,8.29,1,3,0
57,51081,4.63,1,2,0
23,24959,4.01,1,0,0
31,70577,1.32,1,6,0
31,44305,9.06,1,0,0
52,100402,3.6,1,16,0
23,58218,8.64,0,5,0
40,55287,8.08,0,2,0
37,37069,8.51,1,2,0
34,98818,1.06,1,16,0
37,107312,2.97,0,15,1
23,22076,8.57,1,0,0
57,37815,0.02,1,1,0
45,27017,8.03,1,1,0
30,37296,4.29,1,2,0
46,52762,5.71,1,9,0
37,35859,7.44,1,2,0
34,102296,0.21,1,15,1
52,105416,0.42,0,12,1
56,95644,1.22,1,16,1
54,99969,5.62,1,20,1
60,28954,4.97,0,1,0
40,44956,2.24,1,4,0
35,70717,4.75,1,11,1
53,37471,6.77,0,1,0
37,18288,7.08,1,1,0
24,30113,3.73,1,1,1
53,21197,7.19,1,1,0
59,90407,5.67,0,14,1
18,37334,5.62,1,0,0
54,61222,8.53,1,9,1
52,44554,5.01,1,5,0
58,83369,9.23,1,18,1
20,46653,1.04,0,0,0
52,142704,6.26,0,20,1
46,130834,4.32,1,18,0
26,48532,9.2,1,6,1
54,102068,6.81,1,18,1
59,43354,8.7,1,0,0
42,101129,7.24,1,18,1
29,20919,9.34,0,0,0
55,136005,6.28,0,18,0
24,41754,5.71,0,4,0
24,58223,6.67,1,4,0
21,22856,0.09,1,0,0
48,55588,9.12,1,2,1
56,76514,7.8,1,10,1
27,43260,1.76,1,6,1
40,83734,7.36,1,14,1
43,48896,9.67,1,3,1
40,94388,0.25,1,18,1
46,36911,5.64,0,1,0
25,38627,0.28,1,1,0
36,50239,0.39,1,1,0
46,55629,8.63,1,6,1
60,95061,9.27,1,11,1
23,24189,7.73,0,2,0
46,89584,2.84,1,14,1
41,76826,2.57,0,11,0
27,43280,2.46,1,7,0
31,60567,4.8,1,6,1
23,39077,6.59,1,4,0
21,54149,3.69,1,2,0
32,59359,6.09,1,6,0
54,96759,6.73,0,16,1
56,73343,0.34,1,10,0
45,69425,7.44,1,7,1
19,33032,1.76,1,0,0
30,68367,4.6,1,9,1
19,37121,3.22,0,0,1
58,48504,6.22,0,3,0
49,86467,4.51,1,17,1
22,49621,5.64,1,1,1
20,44017,8.33,0,2,0
19,35607,6.2,1,1,0
31,41702,2.74,0,6,0
57,90553,6.74,0,10,1
46,104780,3.32,1,17,1
55,46655,1.47,1,4,0
23,56939,5.43,1,5,0
51,59354,0.94,1,4,0
25,55227,2.34,0,3,0
19,28119,5.28,1,0,0
43,74689,8.85,0,12,1
34,70541,2.47,1,8,0
41,71624,0.13,1,18,1
48,80736,7.24,1,16,1
33,90476,3.5,1,11,1
38,83801,1.63,1,11,1
55,45903,5.9,1,2,0
43,77587,4.36,1,10,1
34,49666,7.97,1,5,0
59,61427,6.92,1,7,1
21,31781,1.73,1,1,0
60,100581,5.42,0,20,1
21,47063,2.19,1,0,0
36,92594,1.54,1,10,1
55,129761,0.7,1,20,1
42,70214,9.98,1,11,1
25,42556,0.74,1,3,0
35,37884,2.6,1,4,0
35,84996,3.19,1,13,1
24,40433,7.37,1,5,0
34,35519,0.79,1,5,0
20,36757,9.72,0,2,0
39,91520,1.84,1,15,1
32,61864,7.58,0,11,0
48,70301,7.61,1,6,1
53,87128,3.98,1,12,1
43,84949,3.78,1,13,1
31,72958,9.45,1,8,0
34,46874,3.3,1,1,0
26,54417,0.5,0,2,0
24,43490,6.76,1,5,0
44,61650,8.11,1,4,1
45,63604,9.1,1,4,1
29,69200,2.43,1,11,0
34,18047,8.34,1,0,0
26,45252,9.76,1,4,1
25,46275,4.43,1,5,0
44,63419,8.83,1,6,1
59,60923,0.25,1,4,0
29,46968,4.11,1,0,0
54,87816,5.81,1,18,1
37,73405,0.22,1,8,0
18,35515,6.76,1,0,0
26,41765,5.48,1,0,0
41,43357,5.2,1,6,0
51,69610,6.46,1,8,1
53,96858,8.59,1,19,1
21,51466,7.89,1,3,1
46,125104,6.65,1,18,1
40,80252,1.52,1,14,1
52,74858,0.43,0,13,0
33,33283,4.63,0,3,1
25,58535,0.42,1,3,0
44,94854,9.57,1,11,1
56,44457,3.61,1,2,1
29,58497,0.03,1,9,0
21,34817,5.95,0,2,0
42,65064,0.2,1,10,0
23,26321,7.24,1,2,0
20,36264,6.44,1,2,0
56,55190,0.31,1,10,0
41,65648,7.79,1,11,1
38,76336,7.37,0,9,1
23,25430,2.56,0,2,0
50,81764,6.58,1,11,1
25,27063,4.44,1,0,0
50,53532,9.23,1,4,0
20,34230,9.23,1,0,1
19,30760,0.46,1,1,0
55,41297,7.71,1,0,0
57,64725,0.93,1,9,0
56,21796,2.21,0,0,0
56,49711,7.6,1,6,1
41,88161,2.55,0,18,1
38,42392,7.6,0,0,0
35,16451,2.95,1,0,0
52,87775,4.35,0,15,1
28,31841,3.88,0,0,0
28,49344,9.96,1,2,1
20,34374,5.31,0,2,0
40,27630,9.77,0,1,0
18,46031,9.65,1,0,0
40,121694,1.76,1,17,0
39,72978,8.44,1,7,1
59,113512,3.69,1,17,1
47,48231,1.02,1,8,0
19,53735,6.29,0,1,0
34,57283,4.69,0,6,0
58,64212,0.49,0,4,0
37,50186,8.41,1,2,0
26,42725,7.3,1,3,0
28,38201,4.52,1,2,0
34,57960,1.15,1,12,0
31,65802,5.7,1,5,0
35,33013,2.73,1,1,0
35,78217,7.61,1,9,1
25,31881,0.03,1,3,0
46,122965,4.76,0,19,1
25,64662,8.65,1,6,1
43,92037,2.68,1,16,1
45,17800,4.84,1,0,0
25,38503,5.14,1,2,0
37,108429,7.58,1,15,1
25,62403,8.39,1,6,1
31,50503,1.02,1,4,0
30,46080,4.55,0,0,0
57,46411,1.69,1,1,0
34,91725,0.04,1,10,0
43,54044,2.37,1,7,0
23,56497,1.66,1,4,1
34,82671,5.14,1,12,1
21,30162,6.6,0,0,0
42,73999,9.91,1,9,1
24,58178,8.01,1,3,1
34,74478,4.35,1,6,1
39,121808,4.48,0,19,1
45,29077,0.61,0,3,1
23,46918,5.33,1,5,1
47,89429,7.53,1,9,1
27,61011,6.15,0,3,0
56,68323,6.35,1,12,1
31,94953,4.17,1,13,0
59,59882,4.54,1,12,1
39,52685,6.63,1,8,1
58,98782,7.16,1,16,1
43,50023,7.38,1,5,0
27,44245,7.79,0,4,0
19,40852,7.94,1,1,0
20,45987,2.94,1,0,0
59,63307,1.51,0,11,0
28,73025,7.84,1,7,1
27,34903,6.08,1,4,0
29,33281,3.98,1,2,0
31,51275,0.33,0,1,0
47,129272,2.2,1,19,1
58,92136,6.65,1,11,0
30,39902,3.94,1,4,0
47,64299,7.96,1,10,1
55,106106,9.55,1,19,0
28,47185,3.61,0,8,1
18,49571,3.2,1,0,0
44,57177,2.97,1,5,0
56,64914,0.19,1,8,0
60,72951,6.35,1,7,1
54,111719,3.5,1,19,0
26,33274,5.01,1,4,0
60,78073,8.74,0,12,1
43,71756,5.44,0,16,1
42,114262,6.38,0,17,1
34,49283,4.7,1,3,0
23,23832,8.89,1,2,0
32,62870,2.52,1,10,0
20,19012,6.25,1,0,0
48,87250,1.02,1,13,1
45,85226,9.36,1,11,1
26,38152,1.14,1,2,0
35,43893,2.12,1,0,0
57,49714,1.37,0,7,0
49,54182,1.29,1,1,0
36,51749,8.53,1,2,0
22,37683,3.62,1,2,0
23,21462,2.47,1,0,0
29,68289,2.14,1,11,0
59,95109,5.73,1,18,1
34,67380,9.27,0,6,0
56,54292,7.05,1,9,1
24,47549,4.82,1,1,0
28,29555,0.85,1,1,0
51,57254,3.72,1,6,0
19,51742,5.86,1,1,0
31,52024,0.37,1,9,0
35,62019,1.29,0,4,0
60,57339,6.52,1,5,1
26,49799,4.44,1,3,0
56,81347,5.43,0,13,1
21,15670,0.21,1,0,0
31,82012,1.75,1,12,1
28,40256,9.08,0,2,0
47,65240,0.89,0,9,0
57,77246,2.1,1,8,0
60,74062,9.43,1,7,1
44,71138,6.17,1,5,1
46,44800,7.49,1,4,0
49,55850,6.51,1,10,1
47,58918,4.11,0,14,0
43,54475,9.88,0,2,0
47,59187,2.77,1,9,0
27,33161,1.23,1,1,0
29,15897,5.91,1,0,0
50,110996,3.77,0,15,1
51,101181,2.89,0,20,1
35,64227,0.94,1,11,0
56,92003,0.9,1,15,1
33,90664,2.15,1,11,1
21,49163,3.57,1,1,0
27,58595,8.53,1,9,1
45,86189,6.11,1,16,1
58,73068,1.4,0,18,0
35,79905,9.87,1,8,1
26,37005,0.43,1,5,0
39,71990,1.98,0,15,0
27,37866,3.75,0,1,0
57,40169,0.9,1,0,0
40,55825,5.95,0,4,0
60,75741,3.1,1,10,1
30,60944,1.81,1,7,0
41,33569,9.59,1,1,0
30,85134,6.99,1,12,0
42,97733,1.95,0,15,0
46,85609,8.29,1,8,1
33,87065,4.16,1,13,1
57,85230,9.68,1,19,1
23,26980,4.83,1,0,0
25,21212,1.9,0,0,1
51,35686,1.78,1,4,0
35,82336,4.94,1,10,1
60,56095,7.85,0,11,0
49,93484,7.74,1,17,1
27,53202,0.8,1,6,0
51,107635,6.68,0,20,1
40,41678,0.56,1,7,0
36,59574,7.48,0,8,0
37,63300,1.39,0,9,0
51,40177,7.52,1,2,0
55,92993,6.69,0,18,1
34,51271,6.56,1,4,0
22,38342,8.43,1,4,0
19,48940,3.93,0,0,0
58,81729,1.54,1,14,1
51,83490,1.34,1,12,1
37,68027,3.22,1,7,0
19,26110,4.87,1,0,0
45,94349,3.84,1,14,0
35,33302,8.63,1,2,0
56,76287,4.32,0,13,0
52,83421,6.57,1,12,1
32,20973,6.9,1,1,0
56,84366,0.89,1,11,0
57,111856,6.32,1,17,1
56,108624,9.77,1,15,1
20,42379,6.09,1,0,0
36,67650,9.3,1,6,1
40,45599,0.56,1,0,0
36,35138,5.07,1,4,0
35,81208,9.52,1,16,0
47,55498,0.88,0,10,0
56,87606,5.32,0,10,1
36,35990,8.41,1,1,0
22,35720,0.77,1,2,0
30,47437,9.34,1,3,1
51,79346,0.91,0,15,1
41,69025,1.4,1,6,0
35,19468,0.72,1,0,0
21,27989,8.58,1,0,0
53,63229,6.54,1,5,1
25,39235,8.45,1,3,1
60,76363,2.99,1,7,1
18,39355,3.28,1,0,0
58,75826,1.62,0,6,0
55,95011,6.94,1,17,0
53,103123,3.96,1,18,1
55,56439,7.4,1,2,0
30,74227,3.95,1,8,1
39,66158,4.13,1,9,1
46,74097,3.8,1,14,1
26,65735,0.57,1,8,0
44,93633,4.25,1,18,1
21,32457,8.02,1,2,0
57,49878,3.31,1,1,0
34,30032,5.8,0,3,0
54,76551,6.93,0,18,1
20,30204,8.99,1,1,0
21,40362,6.65,1,0,0
57,112438,8.4,1,18,1
33,68707,7.02,1,15,0
28,51414,1.2,1,7,0
44,50904,6.69,0,5,0
43,58409,9.05,1,10,1
48,95202,0.85,1,18,1
51,53654,2.69,1,5,1
25,21589,6.56,0,0,0
56,94672,6.21,0,16,1
18,43706,9.52,0,0,0
19,53472,2.44,0,1,0
44,78760,9.56,1,19,1
60,59031,7.37,1,7,1
20,18519,8.46,1,1,0
51,65373,0.11,0,15,0
33,51421,4.82,0,3,0
18,40012,5.32,1,0,0
24,67245,4.09,1,6,1
52,19924,5.84,1,1,0
39,38182,0.94,1,0,0
49,63439,0.83,1,8,0
43,89114,8.91,1,16,1
23,47192,3.28,1,0,0
28,45663,2.15,1,4,0
48,95419,4.98,1,15,1
38,110929,0.58,1,13,1
39,112478,0.22,1,19,1
18,44162,1.41,1,0,0
38,87915,4.93,1,15,1
37,85771,1.65,1,18,1
26,43993,1.82,1,4,0
44,116305,6.16,0,17,1
46,45157,7.57,1,4,0
60,79614,4.79,1,12,1
50,126488,5.69,0,19,1
18,40024,5.03,1,0,0
20,44420,3.84,1,0,0
49,79752,3.07,1,12,1
37,66895,6.7,1,7,0
34,38557,6.49,1,4,0
54,84558,7.71,1,15,1
55,77103,5.74,0,8,0
27,73675,8.19,1,7,1
60,107748,4.17,1,14,1
46,68900,9.81,1,8,1
59,94911,5.27,1,12,1
49,111540,9.89,1,20,1
30,44631,3.18,0,2,0
48,50217,3.8,1,3,0
21,41933,2.9,1,1,0
35,46940,6.61,1,1,0
28,24382,3.71,0,1,0
59,114775,5.85,1,17,1
35,28781,6.17,1,0,0
58,103749,9.8,1,19,0
54,145283,3.4,1,20,1
50,57510,4.44,1,5,0
54,94662,9.59,1,17,1
20,28262,5.7,0,2,0
18,35550,2.28,1,0,0
36,70708,6.7,0,14,1
23,42378,1.99,1,4,0
27,28678,1.49,1,0,0
54,120884,7.15,1,16,1
29,42892,5.89,1,4,0
34,39514,4.93,1,1,0
44,48857,0.58,1,7,0
19,29490,8.72,0,1,0
42,22777,4.93,1,2,0
45,101627,4.51,1,18,1
54,57917,7.78,1,9,1
54,71150,5.23,1,10,0
34,87110,1.21,1,16,1
22,42035,5.21,0,0,0
36,67430,1.2,1,10,0
21,48913,5.92,0,2,0
56,62408,9.42,1,14,1
60,116249,5.79,0,16,1
55,67407,2.52,1,9,0
47,75564,5.71,1,11,1
49,53215,3.9,1,3,0
54,51704,1.13,1,7,0
44,33496,0.27,1,0,0
49,80518,4.46,1,12,0
59,52761,0.34,1,1,0
28,72577,9.59,1,5,0
58,68646,5.65,1,10,1
30,78162,6.22,1,9,1
52,55993,1.45,1,7,0
34,40103,3.8,1,4,0
47,75120,2.53,1,12,1
35,45476,1.8,0,8,0
54,96653,0.31,1,20,1
47,110529,9.93,1,17,1
43,126007,3.91,1,18,1
33,47444,5.44,1,2,0
28,36068,0.6,0,3,0
21,47260,0.89,1,2,0
58,70732,1.04,1,5,1
32,60176,7.6,1,8,0
29,51855,3.27,0,5,0
44,111445,8.96,1,19,1
21,49773,1.37,1,1,1
52,90675,5.94,0,13,1
38,19547,4.38,1,0,0
53,56126,4.97,0,3,0
19,41312,7.27,1,1,1
56,70644,0.74,0,8,1
45,107532,7.99,1,18,1
51,109338,2.73,1,18,1
50,60120,5.28,0,7,0
25,26353,3.12,1,1,0
25,48570,2.7,0,5,0
59,73050,2.26,1,11,1
39,18805,3.12,1,0,0
44,72226,6.35,1,8,0
45,69932,3.32,1,5,0
28,54771,8.27,1,2,0
44,28172,8.55,1,0,0
18,49946,3.99,0,0,0
56,28396,8.9,1,3,0
45,83326,3.65,1,8,1
44,30469,2.81,1,2,0
25,27193,7.16,1,0,0
41,80240,9.81,1,10,1
57,71244,2.49,0,7,0
53,96743,5.1,1,13,1
41,51744,6.6,1,5,0
59,95646,6.02,1,12,1
39,72649,1.82,0,12,0
27,40418,7.59,1,6,1
21,35557,2.55,1,2,0
25,29675,4.02,1,3,0
56,86328,4.67,1,13,1
32,80509,3.45,0,11,0
25,70205,7.39,1,5,1
46,43968,3.47,1,6,0
59,68074,1.56,1,8,0
56,106413,10.0,1,19,1
52,90342,4.58,1,15,1
58,46777,3.97,1,2,0
31,87445,0.44,1,10,0
49,38331,6.18,1,1,0
24,62269,4.45,1,4,0
50,60307,5.59,1,3,0
52,51237,2.67,1,1,0
44,91055,9.33,0,13,1
18,47679,8.5,0,0,0
23,30083,1.41,0,2,0
19,37660,7.57,1,0,1
24,57205,4.72,0,4,0
25,35483,6.03,1,2,0
46,104397,1.6,1,11,1
33,55877,8.26,1,8,1
46,91604,8.49,1,12,1
48,51993,9.21,0,1,1
39,100852,5.72,0,17,1
27,83181,1.76,1,8,0
21,25291,7.35,1,1,0
42,79164,4.73,1,16,1
30,59684,1.93,0,7,0
34,56523,8.85,0,3,0
57,86429,2.72,1,15,1
25,69758,2.59,1,5,0
40,91470,1.35,1,12,1
24,40396,9.02,1,5,0
49,118508,2.81,1,17,1
41,55492,2.38,1,8,0
18,16942,7.62,1,0,0
53,122186,6.53,1,20,1
44,86564,7.27,0,11,1
23,67142,6.35,1,4,0
59,63873,5.22,1,12,1
48,47977,0.08,1,8,0
29,53123,1.74,1,4,1
43,81548,2.16,1,8,1
42,88335,4.39,0,19,1
21,57715,6.42,1,3,0
23,48875,9.26,1,2,0
30,40971,5.29,1,6,0
42,31057,8.98,1,2,0
48,75570,0.66,1,11,0
39,81836,4.05,1,7,1
52,63566,8.21,1,7,1
38,76797,6.64,1,9,1
32,33010,3.01,1,0,0
20,38913,5.02,0,2,1
54,62803,0.21,1,8,0
43,21427,0.75,1,0,0
34,55692,6.24,0,3,0
55,96868,1.47,0,16,1
52,76973,2.79,1,12,1
58,47614,3.42,1,8,0
25,24892,9.44,1,2,0
28,54196,2.23,1,8,0
41,77008,6.41,1,18,1
60,47684,2.55,0,5,0
25,25615,1.39,1,2,0
47,54603,8.08,1,9,1
18,45477,1.27,0,0,0
51,45530,5.96,1,5,0
37,44675,8.75,1,8,1
53,45587,5.91,0,7,0
51,70614,2.29,0,7,0
51,124029,1.98,1,20,1
30,81615,0.27,1,11,0
23,21466,8.01,0,0,0
53,104810,0.28,1,20,1
42,55231,8.22,0,7,0
44,52022,4.03,0,3,0
48,84253,8.92,0,18,0
20,30296,4.15,1,0,0
45,104585,9.97,0,17,1
21,44110,7.61,1,1,0
34,93284,9.08,0,9,1
55,66580,4.47,1,13,1
51,115042,1.45,0,19,1
37,74152,7.36,1,15,1
30,43702,9.49,1,3,0
22,39560,1.35,1,1,0
41,86299,0.05,1,15,1
55,88211,0.44,1,14,1
34,40172,2.3,0,2,0
48,66418,6.65,0,7,0
45,75584,2.86,1,6,0
18,18231,2.12,1,0,0
19,36041,6.5,1,0,0
50,84860,1.86,1,15,0
57,108910,3.38,1,19,1
46,49766,10.0,0,5,0
21,24587,4.37,1,3,0
35,54603,7.99,1,5,1
41,37477,5.31,1,5,0
49,96087,2.17,0,11,0
26,46524,6.94,0,7,0
33,66043,2.54,1,12,0
38,125479,7.63,0,18,1
47,99346,0.25,1,16,1
20,23010,9.87,1,1,0
50,88670,9.06,1,16,1
48,102430,6.37,1,20,0
31,54857,4.99,1,6,0
23,56346,3.96,0,3,0
22,51091,3.57,0,4,0
46,38134,9.02,1,5,0
54,117210,0.87,1,15,1
53,86418,0.89,1,17,1
38,83602,5.53,0,16,1
29,48677,0.95,1,0,0
40,75117,9.2,1,7,1
31,67335,2.72,0,5,0
60,71236,9.18,0,13,1
59,72056,9.64,1,7,1
27,26927,7.52,0,2,0
44,66178,1.18,1,7,0
58,83850,7.7,0,20,0
19,48374,6.14,1,0,0
31,89691,9.58,0,11,1
24,57039,2.34,1,2,1
34,87725,3.6,0,16,0
37,94802,2.46,0,16,1
25,58520,4.43,1,7,0
37,84040,1.52,1,16,1
53,61896,4.87,1,13,1
22,57346,0.57,1,4,0
30,61263,1.28,0,8,1
56,61384,3.66,1,6,0
55,131946,6.31,0,20,1
34,58258,9.57,1,10,0
23,29699,0.11,1,4,0
36,35300,6.28,0,3,0
42,124023,7.34,1,19,1
20,20914,8.66,0,0,0
58,56802,3.1,1,5,0
45,101889,1.66,1,18,0
43,41152,7.4,0,0,0
25,49308,0.41,1,0,0
32,43605,4.62,0,5,0
18,28330,5.08,1,0,0
57,52144,5.74,1,5,0
40,109566,0.29,1,18,1
53,51247,8.87,1,7,1
59,95946,1.16,1,13,1
33,82124,0.27,0,10,0
21,42584,4.65,1,0,0
25,52342,8.34,1,6,1
53,103418,1.12,1,15,1
27,34547,0.37,1,2,0
47,95480,3.05,1,14,1
53,67825,9.36,1,11,1
33,83139,9.27,0,15,1
47,75705,9.71,1,11,1
27,74417,2.6,1,8,0
28,35586,5.12,0,4,0
51,97258,7.7,1,14,0
33,78153,4.33,1,14,1
36,37399,5.13,1,0,0
21,20563,0.59,0,0,0
48,139799,0.97,1,20,0
52,105240,7.86,0,19,1
51,122268,3.08,1,18,1
43,108158,0.44,1,18,1
56,91400,2.88,0,10,0
23,49819,2.95,1,1,0
50,112638,7.1,1,16,1
44,62011,9.04,1,7,1
29,81065,0.05,1,11,0
25,28386,3.4,1,1,0
26,54615,6.91,1,5,0
18,40122,2.04,1,0,0
22,32267,6.24,1,4,0
24,15703,0.07,0,0,0
35,92456,9.57,0,13,1
57,102554,2.04,1,18,1
41,53300,4.15,1,9,0
43,88119,3.2,1,13,1
27,45360,0.73,1,1,0
57,47201,7.44,1,6,1
29,26060,5.66,0,0,0
39,110041,5.94,1,20,1
44,117375,9.46,1,20,1
20,26936,8.95,0,0,0
35,60617,9.42,1,6,1
22,36331,2.19,1,4,0
31,40779,7.46,0,4,0
42,54274,5.31,1,5,0
48,77645,2.9,1,10,1
38,69447,2.48,1,6,0
55,95406,4.34,1,16,1
37,35039,3.81,1,2,0
31,62244,1.8,1,12,0
37,45172,8.45,1,0,0
54,132959,8.78,1,18,1
47,82739,4.45,1,16,1
60,58547,8.09,1,7,1
58,66820,8.61,1,8,1
37,52420,7.23,1,3,0
24,59987,6.83,0,3,1
22,45203,8.82,0,2,0
48,68271,0.94,1,10,0
46,38937,5.34,1,1,0
32,46502,0.37,1,6,0
42,60342,9.26,1,5,0
30,80249,8.06,1,11,1
41,35415,5.53,0,3,0
32,36096,0.68,0,2,1
41,72380,9.86,1,5,1
43,70256,7.9,0,7,0
36,87168,2.51,1,14,0
41,106303,6.38,0,14,1
36,73090,1.02,0,8,0
59,26912,3.17,0,0,0
34,72166,9.23,1,9,1
22,45498,5.58,0,2,0
21,17644,0.88,1,0,0
39,58446,6.89,1,3,0
